PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
FR01;PARTY;30;ID;PROVISIONAL;2024-06-10 02:37
FR02;PARTY;13;Renew;PROVISIONAL;2024-06-10 02:37
FR03;PARTY;5;GREENSEFA;PROVISIONAL;2024-06-10 02:37
FR04;PARTY;6;EPP;PROVISIONAL;2024-06-10 02:37
FR05;PARTY;9;Theleft;PROVISIONAL;2024-06-10 02:37
FR06;PARTY;13;SD;PROVISIONAL;2024-06-10 02:37
FR08;PARTY;5;ECR;PROVISIONAL;2024-06-10 02:37
