PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
EL01;PARTY;7;EPP;PROVISIONAL;2024-06-09 23:25
EL02;PARTY;4;Theleft;PROVISIONAL;2024-06-09 23:25
EL03;PARTY;3;SD;PROVISIONAL;2024-06-09 23:25
EL04;PARTY;2;NI;PROVISIONAL;2024-06-09 23:25
EL05;PARTY;2;ECR;PROVISIONAL;2024-06-09 23:25
EL07;PARTY;1;Others;PROVISIONAL;2024-06-09 23:25
EL08;PARTY;1;Others;PROVISIONAL;2024-06-09 23:25
EL11;PARTY;1;Others;PROVISIONAL;2024-06-09 23:25
