COUNTRY_ID;MEN;WOMEN;UPDATE_STATUS;UPDATE_TIME
BE;83.0;17.0;CONSTITUTIVE;
DK;62.0;38.0;CONSTITUTIVE;
DE;80.0;20.0;CONSTITUTIVE;
IE;87.0;13.0;CONSTITUTIVE;
FR;79.0;21.0;CONSTITUTIVE;
IT;90.0;10.0;CONSTITUTIVE;
LU;50.0;50.0;CONSTITUTIVE;
NL;72.0;28.0;CONSTITUTIVE;
UK;85.0;15.0;CONSTITUTIVE;
EL;92.0;8.0;CONSTITUTIVE;
