COUNTRY_ID;MEN;WOMEN;UPDATE_STATUS;UPDATE_TIME
BE;92.0;8.0;CONSTITUTIVE;
DK;69.0;31.0;CONSTITUTIVE;
DE;85.0;15.0;CONSTITUTIVE;
IE;87.0;13.0;CONSTITUTIVE;
FR;78.0;22.0;CONSTITUTIVE;
IT;86.0;14.0;CONSTITUTIVE;
LU;83.0;17.0;CONSTITUTIVE;
NL;80.0;20.0;CONSTITUTIVE;
UK;86.0;14.0;CONSTITUTIVE;
