COUNTRY_ID;MEN;WOMEN;UPDATE_STATUS;UPDATE_TIME
BE;72.0;28.0;CONSTITUTIVE;
DK;62.0;38.0;CONSTITUTIVE;
DE;63.0;37.0;CONSTITUTIVE;
IE;67.0;33.0;CONSTITUTIVE;
FR;60.0;40.0;CONSTITUTIVE;
IT;89.0;11.0;CONSTITUTIVE;
LU;67.0;33.0;CONSTITUTIVE;
NL;65.0;35.0;CONSTITUTIVE;
UK;76.0;24.0;CONSTITUTIVE;
EL;84.0;16.0;CONSTITUTIVE;
ES;65.0;35.0;CONSTITUTIVE;
PT;80.0;20.0;CONSTITUTIVE;
SE;59.0;41.0;CONSTITUTIVE;
AT;62.0;38.0;CONSTITUTIVE;
FI;56.0;44.0;CONSTITUTIVE;
