COUNTRY_ID;MEN;WOMEN;UPDATE_STATUS;UPDATE_TIME
BE;83.0;17.0;CONSTITUTIVE;
DK;62.0;38.0;CONSTITUTIVE;
DE;69.0;31.0;CONSTITUTIVE;
IE;93.0;7.0;CONSTITUTIVE;
FR;77.0;23.0;CONSTITUTIVE;
IT;88.0;12.0;CONSTITUTIVE;
LU;50.0;50.0;CONSTITUTIVE;
NL;72.0;28.0;CONSTITUTIVE;
UK;85.0;15.0;CONSTITUTIVE;
EL;96.0;4.0;CONSTITUTIVE;
ES;85.0;15.0;CONSTITUTIVE;
PT;87.0;13.0;CONSTITUTIVE;
