COUNTRY_ID;MEN;WOMEN;UPDATE_STATUS;UPDATE_TIME
BE;68.0;32.0;CONSTITUTIVE;
DK;56.0;44.0;CONSTITUTIVE;
DE;65.0;35.0;CONSTITUTIVE;
IE;73.0;27.0;CONSTITUTIVE;
FR;70.0;30.0;CONSTITUTIVE;
IT;87.0;13.0;CONSTITUTIVE;
LU;50.0;50.0;CONSTITUTIVE;
NL;68.0;32.0;CONSTITUTIVE;
UK;82.0;18.0;CONSTITUTIVE;
EL;84.0;16.0;CONSTITUTIVE;
ES;67.0;33.0;CONSTITUTIVE;
PT;92.0;8.0;CONSTITUTIVE;
