PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
FI01;PARTY;4;EPP;PROVISIONAL;2024-06-09 23:25
FI02;PARTY;2;GREENSEFA;PROVISIONAL;2024-06-09 23:25
FI03;PARTY;2;SD;PROVISIONAL;2024-06-09 23:25
FI04;PARTY;1;ECR;PROVISIONAL;2024-06-09 23:25
FI05;PARTY;2;Renew;PROVISIONAL;2024-06-09 23:25
FI06;PARTY;3;Theleft;PROVISIONAL;2024-06-09 23:25
FI07;PARTY;1;Renew;PROVISIONAL;2024-06-09 23:25
