PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LU01;PARTY;1;Renew;PROVISIONAL;2024-06-09 23:25
LU02;PARTY;2;EPP;PROVISIONAL;2024-06-09 23:25
LU03;PARTY;1;GREENSEFA;PROVISIONAL;2024-06-09 23:25
LU04;PARTY;1;SD;PROVISIONAL;2024-06-09 23:25
LU05;PARTY;1;ECR;PROVISIONAL;2024-06-09 23:25
