PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
MT01;PARTY;3;SD;PROVISIONAL;2024-06-10 01:09
MT02;PARTY;3;EPP;PROVISIONAL;2024-06-10 01:09
