PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
PL01;PARTY;20;ECR;PROVISIONAL;2024-06-10 11:38
PL02;PARTY;18;EPP;PROVISIONAL;2024-06-10 11:38
PL02;PARTY;3;Others;PROVISIONAL;2024-06-10 11:38
PL03;PARTY;3;SD;PROVISIONAL;2024-06-10 11:38
PL04;PARTY;6;Others;PROVISIONAL;2024-06-10 11:38
PL05;PARTY;2;EPP;PROVISIONAL;2024-06-10 11:38
PL05;PARTY;1;Renew;PROVISIONAL;2024-06-10 11:38
