PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
RO01;PARTY;8;EPP;PROVISIONAL;2024-06-11 15:52
RO01;PARTY;11;SD;PROVISIONAL;2024-06-11 15:52
RO03;PARTY;2;EPP;PROVISIONAL;2024-06-11 15:52
RO04;PARTY;1;ECR;PROVISIONAL;2024-06-11 15:52
RO04;PARTY;5;Others;PROVISIONAL;2024-06-11 15:52
RO06;PARTY;2;Others;PROVISIONAL;2024-06-11 15:52
RO07;PARTY;1;EPP;PROVISIONAL;2024-06-11 15:52
RO07;PARTY;2;Renew;PROVISIONAL;2024-06-11 15:52
RO08;PARTY;1;GREENSEFA;PROVISIONAL;2024-06-11 15:52
