PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LT01;PARTY;3;EPP;PROVISIONAL;2024-06-09 23:25
LT02;PARTY;2;SD;PROVISIONAL;2024-06-09 23:25
LT03;PARTY;1;GREENSEFA;PROVISIONAL;2024-06-09 23:25
LT05;PARTY;1;Renew;PROVISIONAL;2024-06-09 23:25
LT06;PARTY;1;ECR;PROVISIONAL;2024-06-09 23:25
LT07;PARTY;1;Renew;PROVISIONAL;2024-06-09 23:25
LT09;PARTY;1;GREENSEFA;PROVISIONAL;2024-06-09 23:25
LT12;PARTY;1;Others;PROVISIONAL;2024-06-09 23:25
