PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
SK01;PARTY;5;NI;PROVISIONAL;2024-06-10 00:17
SK04;PARTY;6;Renew;PROVISIONAL;2024-06-10 00:17
SK06;PARTY;1;EPP;PROVISIONAL;2024-06-10 00:17
SK08;PARTY;1;Others;PROVISIONAL;2024-06-10 00:17
SK09;PARTY;2;NI;PROVISIONAL;2024-06-10 00:17
