PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
SE01;PARTY;5;SD;PROVISIONAL;2024-06-09 23:25
SE02;PARTY;4;EPP;PROVISIONAL;2024-06-09 23:25
SE03;PARTY;3;ECR;PROVISIONAL;2024-06-09 23:25
SE04;PARTY;3;GREENSEFA;PROVISIONAL;2024-06-09 23:25
SE05;PARTY;2;Renew;PROVISIONAL;2024-06-09 23:25
SE06;PARTY;1;EPP;PROVISIONAL;2024-06-09 23:25
SE07;PARTY;2;Theleft;PROVISIONAL;2024-06-09 23:25
SE08;PARTY;1;Renew;PROVISIONAL;2024-06-09 23:25
