PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
ES01;PARTY;21;SD;OUTGOING;
ES02;PARTY;13;EPP;OUTGOING;
ES03;PARTY;4;GUENGL;OUTGOING;
ES05;PARTY;7;Renew;OUTGOING;
ES10;PARTY;1;Renew;OUTGOING;
ES11;PARTY;1;GREENSEFA;OUTGOING;
ES12;PARTY;1;GUENGL;OUTGOING;
ES13;PARTY;3;NA;OUTGOING;
ES07;PARTY;4;ECR;OUTGOING;
ES08;PARTY;2;GREENSEFA;OUTGOING;
ES14;PARTY;1;GUENGL;OUTGOING;
ES20;PARTY;1;Renew;OUTGOING;
