PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
ES01;PARTY;20;SD;CONSTITUTIVE;
ES02;PARTY;12;EPP;CONSTITUTIVE;
ES03;PARTY;5;GUENGL;CONSTITUTIVE;
ES03;PARTY;1;GREENSEFA;CONSTITUTIVE;
ES04;PARTY;1;ALDE;CONSTITUTIVE;
ES05;PARTY;7;ALDE;CONSTITUTIVE;
ES06;PARTY;2;NA;CONSTITUTIVE;
ES07;PARTY;3;ECR;CONSTITUTIVE;
ES08;PARTY;1;GUENGL;CONSTITUTIVE;
ES08;PARTY;1;GREENSEFA;CONSTITUTIVE;
ES08;PARTY;1;NA;CONSTITUTIVE;
