GROUP_ID;SEATS_TOTAL;SEATS_PERCENT_EU;UPDATE_STATUS;UPDATE_TIME
GP0601;198;34.92;CONSTITUTIVE;
GP0602;156;27.51;CONSTITUTIVE;
GP0603;44;7.76;CONSTITUTIVE;
GP0604;28;4.94;CONSTITUTIVE;
GP0605;27;4.76;CONSTITUTIVE;
GP0606;26;4.59;CONSTITUTIVE;
GP0607;23;4.06;CONSTITUTIVE;
GP0608;19;3.35;CONSTITUTIVE;
GP0609;19;3.35;CONSTITUTIVE;
NA;27;4.76;CONSTITUTIVE;
